transaction_id,bank,reference,amount,currency,payer_name,payer_account,receiver_name,receiver_account,transaction_date,transaction_status,reason,suffix,phone_number,is_fraud,attack_type
TX-005480,mpesa,CN3X0Z2RAB,1619.36,ETB,Tirunesh Mekonnen,251722099880,Teshome Lemma,251721915746,2025-06-28T15:59:34+03:00,Successful,Rent payment,,,1,amount_tamper
TX-005001,cbe,FTBJK8JV7OJM,736.6380708290685,ETB,Worku Abera,M***2128,Assefa Eshetu,L***9967,2026-02-02T14:38:32+03:00,Successful,Rent payment,90533470,,1,replay
TX-005280,abyssinia,FTD5KRXGPWRC,3100.0,ETB,Eleni Wolde,6983240026810,Meron Yilma,4410121125787,2026-04-03T04:46:22+03:00,Completed,School fee,61289,,1,fuzzing
TX-005463,dashen,8730OTN0N0OQWJS5,3427.31,ETB,Ermias Omer,7494906849,Sisay Wolde,0159763933,2025-08-13T16:53:23+03:00,Completed,Insurance premium,,,1,amount_tamper
TX-005622,abyssinia,FT9SAULJ5FYI,9100.0,ETB,Daniel Negash,2260077966667,Konjit Fikre,9750254915772,2022-12-20T22:41:06+03:00,Completed,Savings deposit,01293,,1,temporal_anomaly
TX-005878,telebirr,FFPt1tBMl7j@wgS!g,1468.87,ETB,Mahlet Desta,251775181483,Tirunesh Lemma,251930182377,2025-07-10T12:23:25+03:00,Successful,Service payment,,,1,format_violation
TX-005066,telebirr,CEWUY6BIB8,391.28112051195626,ETB,Firehiwot Weldemariam,251907788876,Ruth Bogale,251731736723,2025-07-17T11:22:27+03:00,Completed,Gift,,,1,replay
TX-005137,dashen,611Q9EIDNTZ3425X,1084.4798619264539,ETB,Teshome Tadesse,6280432812,Tesfaye Fikre,4493303923,2025-08-22T08:26:23+03:00,Successful,Tax payment,,,1,replay
TX-005327,telebirr,CEGDMS7PPX,4556.49,ETB,Worku Taye,251940999151,Fitsum Hassen,251940508501,2025-12-02T15:40:17+03:00,Successful,School fee,,,1,fuzzing
TX-005759,dashen,9222G528GQIWIKG0,424.41,ETB,Omar Lemma,8018227109,Omar Lemma,5544914137,2025-09-25T12:08:29+03:00,Processed,Rent payment,,,1,name_mismatch
TX-005475,cbe_birr,WM26ZYSNGL,41.08,ETB,Eden Negash,251941628857,Natnael Tessema,251977348058,2026-02-24T11:33:12+03:00,Completed,Gift,,251947294103,1,amount_tamper
TX-005789,mpesa,XRYWC6WTB6,118.31,ETB,Berhanu Regassa,251752160799,Tigist Tadesse,251996993366,2026-03-02T11:57:34+03:00,Successful,Savings deposit,,,1,name_mismatch
TX-005394,telebirr,CEWVFEAKK7,4282.82,ETB,Worku Endale,251794340501,Mikael Kiros,251994575452,2025-04-15T16:38:29+03:00,Completed,Investment,,,1,amount_tamper
TX-005078,cbe_birr,GFQSPH7R2L,641.2599522903237,ETB,Betelhem Endale,251751678149,Berhanu Legesse,251960249957,2025-10-20T17:35:29+03:00,Success,Business transaction,,251726105237,1,replay
TX-005410,cbe_birr,ZEJ1MHTE4F,418.63,ETB,Chaltu Diriba,251902125553,Meseret Diriba,251995216887,2026-02-04T08:37:02+03:00,Completed,Savings deposit,,251979818999,1,amount_tamper
TX-005415,telebirr,CEGLIU32YX,2840.3,ETB,Helen Habte,251991320585,Daniel Omer,251785804827,2025-07-09T11:42:12+03:00,Success,Investment,,,1,amount_tamper
TX-005583,telebirr,CEXZZXKR99,1900.0,ETB,Olana Wolde,251715238778,Eden Gebremariam,251909854506,2023-01-03T22:41:06+03:00,Success,Business transaction,,,1,temporal_anomaly
TX-005772,telebirr,CE6S2BUG35,57.51,ETB,Hailu Mekonnen,251902730238,Saron Worku,251712920722,2025-04-04T07:23:47+03:00,Successful,Utility bill,,,1,name_mismatch
TX-005282,cbe,FTCS2YORCNJ6,700.0,ETB,Bekele Yimer,M***4000,Genet Gebre,K***6835,2026-03-18T14:53:08+03:00,Successful,Subscription fee,38777654,,1,fuzzing
TX-005533,telebirr,CEQ3GRTGRH,3169.96,ETB,Biruk Diriba,251741646071,Omar Haile,251966528530,2027-01-25T22:41:06+03:00,Successful,Mobile top-up,,,1,temporal_anomaly
TX-005575,cbe,FTXOF623RE9L,2017.43,ETB,Ruth Negash,A***1817,Zewditu Weldemariam,Y***6075,2023-06-06T22:41:06+03:00,Successful,Gift,99799052,,1,temporal_anomaly
TX-005381,dashen,2723OV3L7ADCX985,15422.15,ETB,Dawit Ayele,7456381637,Tirunesh Kiros,3256619884,2026-03-04T17:04:09+03:00,Processed,Transfer,,,1,amount_tamper
TX-005313,telebirr,CEU5DZNZ6B,300.0,ETB,Sisay Hassen,251794428281,Hanna Negash,251955126691,2025-08-19T15:10:38+03:00,Success,School fee,,,1,fuzzing
TX-005831,abyssinia,FTMHTR9WW5PP,5556.1,ETB,Meron Taye,4035327639703,Mahlet Legesse,4421303928940,2026-02-16T05:06:56+03:00,Completed,Business transaction,31843,,1,name_mismatch
TX-005468,mpesa,DOZID4V8EY,66.49,ETB,Bereket Demeke,251716595043,Ermias Haile,251743227736,2025-12-03T10:32:10+03:00,Completed,Savings deposit,,,1,amount_tamper
TX-005515,cbe,FT4X8Y6OKF0V,8961.93,ETB,Negash Mohammed,Z***0412,Yohannes Bogale,B***9282,2024-03-14T22:41:06+03:00,Successful,Investment,84362418,,1,temporal_anomaly
TX-005218,telebirr,CE1BGDD2HX,100.0,ETB,Fisseha Worku,251937361798,Bereket Zewde,251958744853,2025-02-27T09:31:55+03:00,Successful,Insurance premium,,,1,fuzzing
TX-005347,cbe_birr,O7JRFG53V3,240.15,ETB,Iman Tessema,251789699921,Solomon Assefa,251982388663,2025-10-02T12:05:00+03:00,Success,Transfer,,251758442185,1,amount_tamper
TX-005817,abyssinia,FTW7PDMCC5B9,7426.39,ETB,Getachew Fikre,8018884831867,Solomon Negash,2568374994927,2025-06-16T10:31:42+03:00,Completed,School fee,58900,,1,name_mismatch
TX-005217,mpesa,2OU7OH6GW2,440.2,ETB,Birtukan Zeleke,251723387990,Selamawit Chala,251956219534,2025-07-05T10:57:59+03:00,Successful,Utility bill,,,1,fuzzing
TX-005760,cbe,FTVZ90HEDMAM,2160.28,ETB,Feven Habte,S***4761,Feven Habte,B***7976,2025-05-26T12:43:47+03:00,Successful,Online purchase,57289722,,1,name_mismatch
TX-005531,telebirr,CENKRULVY4,1005.54,ETB,Mesfin Hassen,251774057937,Wondwosen Bekele,251988552980,2025-01-20T08:51:25+03:00,Completed,Gift,,,1,temporal_anomaly
TX-005888,telebirr,CE:&AWOV)0,433.18,ETB,Petros Yilma,251778198691,Betelhem Wolde,251974459715,2026-02-24T10:59:21+03:00,Successful,Mobile top-up,,,1,format_violation
TX-005970,mpesa,TF6%1WR*Q2,242.82,ETB,Fisseha Tessema,251935860810,Liya Legesse,251728700135,2025-10-05T09:08:30+03:00,Successful,Business transaction,,,1,format_violation
TX-005451,cbe,FT62F2JD9I82,626.6,ETB,Genet Omer,D***8594,Birtukan Assefa,T***1025,2026-03-27T13:51:47+03:00,Successful,Tax payment,92408222,,1,amount_tamper
TX-005519,abyssinia,FTWSQR1P3O3W,9122.33,ETB,Birtukan Berhane,4315995895748,Solomon Ferede,1036210365070,2026-10-04T22:41:06+03:00,Successful,Online purchase,49311,,1,temporal_anomaly
TX-005856,cbe_birr,AX1OVC,1200.0,ETB,Mulugeta Lemma,251940336821,Amanuel Ibrahim,251995363246,2025-03-19T08:47:03+03:00,Success,Business transaction,,251924335023,1,format_violation
TX-005373,abyssinia,FTN6U9MR4G6R,1033.85,ETB,Hanna Jembere,0689300738722,Eyob Omer,4028048242001,2025-12-01T13:44:14+03:00,Successful,Service payment,51521,,1,amount_tamper
TX-005213,dashen,4990TYPDG72SF2Y9,5800.0,ETB,Omar Kiros,1220667155,Wubit Habte,6504676550,2025-06-16T13:44:29+03:00,Successful,Gift,,,1,fuzzing
TX-005170,cbe_birr,YBEDGNWDOI,264.61,ETB,Selamawit Jembere,251700607844,Assefa Taye,251714877159,2025-06-27T17:02:53+03:00,Completed,Online purchase,,251748679709,1,fuzzing
TX-005578,telebirr,CE84X7EUGV,270.45,ETB,Selamawit Bogale,251970704373,Meseret Ferede,251714353554,2026-03-12T04:03:22+03:00,Successful,Gift,,,1,temporal_anomaly
TX-005910,mpesa,7W2YSEFY3ATOP0R,1000.0,ETB,Konjit Petros,251997574120,Liya Tessema,251966674879,2026-04-15T16:11:28+03:00,Completed,Service payment,,,1,format_violation
TX-005387,dashen,243T2GUOW474G358,4506.37,ETB,Feven Gebremariam,4844483534,Negash Demeke,0713209411,2025-08-26T06:11:03+03:00,Processed,Payment for goods,,,1,amount_tamper
TX-005822,mpesa,5U53I5HLJG,465.62,ETB,Fitsum Chala,251797718364,Fitsum Chala,251768777624,2025-10-24T17:02:57+03:00,Completed,Transfer,,,1,name_mismatch
TX-005279,dashen,3467CMB5SPHUQYK2,600.0,ETB,Genet Umer,1006538167,Rediet Habte,2897778945,2025-02-17T12:59:28+03:00,Successful,Service payment,,,1,fuzzing
TX-005925,cbe,va!AqfHt#SO4w,10600.0,ETB,Kebede Kiros,K***4943,Mahlet Endale,T***3643,2025-05-28T11:56:28+03:00,Completed,Savings deposit,56831296,,1,format_violation
TX-005396,cbe,FTY0SZKBNSH8,1284.11,ETB,Solomon Bogale,W***1235,Solomon Negash,M***8715,2025-10-26T16:38:04+03:00,Successful,Service payment,97802344,,1,amount_tamper
TX-005012,cbe_birr,C6JESSNK4Q,188.85564306895859,ETB,Birtukan Zeleke,251768913929,Meron Hassen,251700437103,2025-12-21T09:57:49+03:00,Completed,Payment for goods,,251766131990,1,replay
TX-005875,dashen,bIRN5!vCxE5EVpWudd,8453.01,ETB,Omar Yilma,6559585277,Robel Haile,3062227113,2026-02-06T17:30:43+03:00,Processed,Investment,,,1,format_violation
TX-005987,cbe_birr,L8PN{NC1HY,99.66,ETB,Yohannes Yimer,251989320760,Biruk Kebede,251797836858,2025-04-28T05:40:21+03:00,Completed,Refund,,251753215692,1,format_violation
TX-005139,abyssinia,FT3XIH8R479W,3923.7753401926093,ETB,Robel Legesse,1276121822145,Getachew Hassen,7748541923281,2026-01-11T16:44:14+03:00,Successful,Donation,68881,,1,replay
TX-005150,telebirr,CE0DI3IF9F,238.2935480882616,ETB,Zewditu Haile,251712219746,Firehiwot Ferede,251712163824,2025-02-03T09:13:21+03:00,Successful,Tax payment,,,1,replay
TX-005744,cbe_birr,5N0YSAJ9W0,253.18,ETB,Leul Bekele,251987902458,Leul Bekele,251925680585,2025-06-16T11:47:15+03:00,Completed,Rent payment,,251948198877,1,name_mismatch
TX-005392,telebirr,CEBNLCTOUY,1787.91,ETB,Aster Negussie,251783318390,Mesfin Mekonnen,251773208361,2026-02-11T10:09:32+03:00,Success,Investment,,,1,amount_tamper
TX-005660,telebirr,CEDHWYR25Z,4322.38,ETB,Tesfaye Assefa,251909953218,Eleni Yilma,251953058654,2025-09-16T21:32:35+03:00,Completed,Online purchase,,,1,temporal_anomaly
TX-005095,dashen,5046UZH25RL86KP8,28649.862725261693,ETB,Ruth Worku,1686892586,Dagmawit Wolde,6572731149,2025-01-14T15:08:41+03:00,Completed,Online purchase,,,1,replay
TX-005226,telebirr,CE1ADNCC8Z,176.2,ETB,Yoseph Kebede,251734054755,Hailu Fikre,251798322991,2025-12-01T09:10:32+03:00,Successful,Transfer,,,1,fuzzing
TX-005958,telebirr,ZayNZ!3ORCriDJ,364.58,ETB,Mikael Bogale,251992839678,Meron Tessema,251940345868,2026-02-26T13:01:27+03:00,Successful,Payment for goods,,,1,format_violation
TX-005749,dashen,9395SOEH97C4A9EU,22600.0,ETB,Mahlet Seyoum,0850790089,Mahlet Seyoum,1572219693,2026-03-30T21:00:10+03:00,Completed,Insurance premium,,,1,name_mismatch
TX-005566,cbe,FTNRMTWI5MYI,14672.69,ETB,Zewditu Kiros,R***1039,Mulugeta Tesfaye,H***9705,2025-12-01T13:32:57+03:00,Completed,Mobile top-up,32809448,,1,temporal_anomaly
TX-005880,cbe,FT70IRWT2XE7BNKWH,6396.35,ETB,Lidya Abera,W***0791,Getachew Mohammed,G***7177,2026-03-30T17:18:15+03:00,Completed,Online purchase,49187063,,1,format_violation
TX-005014,mpesa,NSDU5Z3UME,170.61441422489398,ETB,Fisseha Ibrahim,251754337254,Dewi Demeke,251944915266,2026-04-19T17:18:33+03:00,Completed,Gift,,,1,replay
TX-005547,cbe_birr,38YA01UFVE,700.0,ETB,Bethlehem Endale,251982057347,Tesfaye Regassa,251720344634,2024-01-05T22:41:06+03:00,Success,Transfer,,251720996943,1,temporal_anomaly
TX-005203,cbe,FTQGDSKXJZEZ,3520.38,ETB,Eleni Bogale,M***2438,Yoseph Bekele,S***2771,2026-02-06T11:42:40+03:00,Successful,Subscription fee,50705182,,1,fuzzing
TX-005143,cbe_birr,0X4J1ABXT2,1545.9477924849032,ETB,Henok Bogale,251701638400,Kidist Bogale,251993463149,2025-09-29T11:05:11+03:00,Completed,Savings deposit,,251989538863,1,replay
TX-005674,abyssinia,FT029D5ZT1MR,31400.0,ETB,Yeshi Negash,5318751636708,Yeshi Negash,4694499497177,2026-01-01T09:11:03+03:00,Successful,Business transaction,33435,,1,name_mismatch
TX-005148,cbe,FTLL7V5F1BCP,4854.437689339035,ETB,Wubit Diriba,G***4199,Tirunesh Diriba,S***7840,2025-03-19T10:44:45+03:00,Successful,Medical payment,24451076,,1,replay
TX-005909,cbe_birr,1743XHYB5KSW,989.51,ETB,Assefa Ferede,251795851749,Marta Fikre,251720853246,2025-11-28T09:24:16+03:00,Success,Service payment,,251747616119,1,format_violation
TX-005100,mpesa,4KWYPDJ4YR,106.37866248223108,ETB,Kaleb Ferede,251916198342,Bereket Ferede,251913509171,2025-09-30T12:39:04+03:00,Completed,Salary payment,,,1,replay
TX-005721,telebirr,CENHLKQ4W2,1005.54,ETB,Mesfin Hassen,251774057937,Mesfin Hassen,251988552980,2025-01-20T08:51:25+03:00,Completed,Gift,,,1,name_mismatch
TX-005419,cbe,FTQIUT6HRCFU,31252.83,ETB,Ruth Gebre,I***3780,Robel Mohammed,A***4079,2025-04-07T16:53:28+03:00,Completed,Online purchase,92032735,,1,amount_tamper
TX-005010,cbe,FTWT0IPSB53X,5804.115020132726,ETB,Aster Umer,E***3330,Fisseha Seyoum,J***2201,2025-02-13T12:53:41+03:00,Completed,School fee,08316816,,1,replay
TX-005595,mpesa,XVJ5PSJUGG,222.83,ETB,Nahom Taye,251746390444,Binyam Desta,251983226414,2022-12-07T22:41:06+03:00,Successful,Tax payment,,,1,temporal_anomaly
TX-005266,telebirr,CEAW20S92Y,400.0,ETB,Tsion Ayele,251976232558,Aster Abera,251991277615,2026-02-10T15:32:55+03:00,Success,Gift,,,1,fuzzing
TX-005564,cbe,FTXJPV10OW4B,2669.84,ETB,Tesfaye Fikre,G***9669,Negash Seyoum,W***3219,2026-09-07T22:41:06+03:00,Completed,Service payment,24619196,,1,temporal_anomaly
TX-005506,cbe_birr,U1LY3MNMTX,100.0,ETB,Firehiwot Girmay,251937139372,Zewditu Eshetu,251737731802,2025-12-19T16:02:24+03:00,Success,Mobile top-up,,251700459342,1,temporal_anomaly
TX-005271,telebirr,CECMR0E9GH,100.0,ETB,Mulugeta Assefa,251704280489,Worku Yimer,251994476337,2025-08-21T11:32:01+03:00,Success,Service payment,,,1,fuzzing
TX-005108,abyssinia,FTP2F8RR80FA,4907.808710812332,ETB,Fitsum Wolde,4796100901391,Olana Tessema,7458190329740,2025-10-14T17:32:54+03:00,Completed,Service payment,26212,,1,replay
TX-005877,mpesa,"&782JD,I5P",800.0,ETB,Fisseha Weldemariam,251703665607,Ermias Petros,251953392515,2025-03-31T23:33:46+03:00,Completed,Loan repayment,,,1,format_violation
TX-005645,cbe,FTZT8R2PHUGB,4828.15,ETB,Ruth Gudeta,H***3557,Kebede Omer,O***3123,2021-07-03T22:41:06+03:00,Successful,Service payment,05218799,,1,temporal_anomaly
TX-005361,dashen,125CTH3ZWCHFKF5U,292.74,ETB,Yeshi Gebre,4180814784,Tesfaye Girmay,2358828031,2025-03-03T11:33:30+03:00,Completed,Salary payment,,,1,amount_tamper
TX-005702,cbe,FTYCXNEAM5CS,3955.21,ETB,Tekle Demeke,Q***0316,Tigist Seyoum,P***9512,2025-08-10T09:56:11+03:00,Successful,Utility bill,85354160,,1,name_mismatch
TX-005303,cbe,FTGC4W713QNV,49500.0,ETB,Henok Yimer,B***0059,Kebede Eshetu,J***5173,2025-06-30T12:02:20+03:00,Completed,Investment,34424627,,1,fuzzing
TX-005201,telebirr,CE809QC5B8,19.56,ETB,Mulugeta Wolde,251965360549,Tsion Mekonnen,251979310826,2025-03-20T15:20:26+03:00,Successful,Refund,,,1,fuzzing
TX-005897,telebirr,CEN5R'52N=,925.54,ETB,Leul Tessema,251930100345,Mesfin Hassen,251925153863,2025-02-21T12:46:59+03:00,Successful,Loan repayment,,,1,format_violation
TX-005454,mpesa,RNLL636077,52.62,ETB,Girma Taye,251716131516,Meron Bogale,251964818840,2026-03-06T16:35:37+03:00,Successful,Transfer,,,1,amount_tamper
TX-005500,abyssinia,FTDJYGOQADDD,13813.18,ETB,Wubit Tadesse,0584240515256,Yeshi Legesse,5408097976626,2026-03-23T17:50:12+03:00,Completed,Insurance premium,95367,,1,amount_tamper
TX-005550,telebirr,CE3I4QP2SD,979.37,ETB,Worku Ayele,251712054048,Nahom Demeke,251776825413,2026-10-09T22:41:06+03:00,Successful,Online purchase,,,1,temporal_anomaly
TX-005297,mpesa,8G8Y42YY4P,269.77,ETB,Fisseha Mekonnen,251913459430,Meron Taye,251958556895,2026-03-07T05:15:04+03:00,Successful,Subscription fee,,,1,fuzzing
TX-005689,telebirr,CE4A3NDPYN,300.0,ETB,Tesfaye Bekele,251709134178,Bethlehem Regassa,251971957145,2025-02-18T09:17:37+03:00,Successful,Insurance premium,,,1,name_mismatch
TX-005027,telebirr,CEW3XBWR92,2113.252590256458,ETB,Olana Eshetu,251989876904,Bezawit Chala,251940362756,2026-03-08T13:19:39+03:00,Completed,Refund,,,1,replay
TX-005296,cbe_birr,REBX8ESX51,200.0,ETB,Getachew Gebremariam,251916684123,Binyam Omer,251907286771,2025-02-07T13:07:32+03:00,Completed,Investment,,251761320251,1,fuzzing
TX-005703,abyssinia,FTXVSF1BLMR1,12181.82,ETB,Ermias Tadesse,1775054686800,Abigail Yilma,3376330356639,2025-08-14T10:15:51+03:00,Successful,Payment for goods,43432,,1,name_mismatch
TX-005731,cbe,FTW60JSCTOLQ,5000.0,ETB,Eleni Petros,L***9157,Dereje Gebremariam,X***1555,2025-02-13T13:45:50+03:00,Successful,School fee,96435221,,1,name_mismatch
TX-005326,cbe_birr,WAX2WZIQMR,86.63,ETB,Kidist Eshetu,251960631524,Tadesse Kebede,251774537554,2025-06-30T13:54:17+03:00,Success,Refund,,251770909825,1,fuzzing
TX-005400,telebirr,CE1QA1DWME,971.63,ETB,Aster Demeke,251998893903,Betelhem Tessema,251796466802,2026-01-29T16:30:18+03:00,Successful,Donation,,,1,amount_tamper
TX-005886,dashen,MQXQYT11VL5HGI,2784.03,ETB,Biruk Tadesse,8911839788,Dawit Lemma,3351567025,2025-03-15T08:27:32+03:00,Processed,Donation,,,1,format_violation
TX-005756,dashen,057FK4TQWO10ERDK,6206.45,ETB,Henok Kebede,3472090028,Aster Ferede,4051649764,2025-03-24T07:30:10+03:00,Completed,Insurance premium,,,1,name_mismatch
TX-005082,telebirr,CEAXRWSPDW,3046.4205186178638,ETB,Helen Mohammed,251719687193,Helen Bogale,251980315122,2025-07-09T15:33:29+03:00,Success,School fee,,,1,replay
TX-005349,abyssinia,FT6C8IM2G7XK,1931.73,ETB,Helen Ahmed,7895360256748,Tekle Girmay,5985404960714,2025-02-25T21:53:40+03:00,Completed,Transfer,38745,,1,amount_tamper
TX-005784,cbe_birr,AUH6DSXMS6,100.0,ETB,Ruth Habte,251785070987,Nahom Haile,251788960358,2026-03-16T15:50:42+03:00,Success,Refund,,251910008440,1,name_mismatch
TX-005283,cbe_birr,6Q2728SOTZ,111.39,ETB,Mekdes Negussie,251702822967,Yoseph Regassa,251945606958,2025-08-05T12:16:03+03:00,Success,Mobile top-up,,251927397166,1,fuzzing
TX-005258,mpesa,ZEXWAPKCNU,51.4,ETB,Yoseph Haile,251946084872,Kaleb Taye,251753276945,2025-02-20T08:41:48+03:00,Completed,Tax payment,,,1,fuzzing
TX-005202,cbe,FTUE08QTOD9T,8900.0,ETB,Seyoum Tessema,B***4096,Dereje Assefa,U***9731,2025-06-12T09:05:51+03:00,Successful,Refund,83074820,,1,fuzzing
TX-005525,cbe_birr,3SNTNF1519,127.33,ETB,Hagos Tadesse,251749884117,Kebede Girmay,251964301752,2025-07-31T15:44:37+03:00,Success,Service payment,,251795718232,1,temporal_anomaly
TX-005067,telebirr,CEKP79YIO0,116.79095717072943,ETB,Meseret Haile,251705440652,Tigist Abera,251973143090,2025-03-28T17:53:16+03:00,Success,Refund,,,1,replay
TX-005774,dashen,5812ESTYZBLI4Z3Y,2420.61,ETB,Hailu Wolde,0734294641,Hailu Wolde,1393863085,2025-08-28T11:36:09+03:00,Processed,Subscription fee,,,1,name_mismatch
TX-005181,cbe,FT0EJQPXV1V7,1838.23,ETB,Rediet Berhane,Y***7679,Getachew Gebremariam,O***8244,2025-07-10T12:38:19+03:00,Completed,Online purchase,09438682,,1,fuzzing
TX-005567,telebirr,CE06XB8VSH,2526.47,ETB,Liya Assefa,251963361891,Eyob Eshetu,251796572728,2025-08-25T16:50:57+03:00,Completed,Gift,,,1,temporal_anomaly
TX-005257,telebirr,CEOH64O1WB,537.44,ETB,Hagos Negash,251907457774,Dereje Bogale,251765183163,2025-04-06T13:14:54+03:00,Completed,Online purchase,,,1,fuzzing
TX-005607,telebirr,CEU6LCIPLI,737.53,ETB,Eyob Omer,251993250192,Lemma Ahmed,251996703105,2021-07-28T22:41:06+03:00,Successful,Subscription fee,,,1,temporal_anomaly
TX-005002,telebirr,CEUJJLF2N3,540.9316692186255,ETB,Tesfaye Gebremariam,251920244189,Meseret Girmay,251746700475,2025-02-19T18:41:59+03:00,Successful,Donation,,,1,replay
TX-005153,dashen,5812ESTYZBLI4Z3Y,1848.8075764751995,ETB,Eleni Assefa,5150080495,Bekele Omer,1393863085,2025-07-03T01:41:59+03:00,Processed,Subscription fee,,,1,replay
TX-005671,cbe,FT07G8O8G8HZ,2196.3,ETB,Worku Worku,Q***1865,Bekele Worku,U***7846,2026-03-28T08:39:20+03:00,Successful,Loan repayment,30349189,,1,name_mismatch
TX-005638,abyssinia,FTE0WVUBE78F,2349.87,ETB,Bereket Jembere,1303752529140,Fitsum Endale,4377491694734,2027-01-15T22:41:06+03:00,Completed,Refund,44083,,1,temporal_anomaly
TX-005263,dashen,3534OVXT83EXHU2T,2400.0,ETB,Konjit Weldemariam,1489024239,Kaleb Lemma,8966999558,2026-03-27T10:17:52+03:00,Completed,Business transaction,,,1,fuzzing
TX-005535,abyssinia,FTSK9YGJIBH8,25936.22,ETB,Hagos Gebremariam,5050285877484,Tigist Mekonnen,5997340289230,2022-11-13T22:41:06+03:00,Completed,Tax payment,32138,,1,temporal_anomaly
TX-005269,dashen,341WMEHK2222JTGP,671.0,ETB,Natnael Mekonnen,5072389542,Aster Mohammed,5829304207,2026-04-20T00:15:07+03:00,Successful,Utility bill,,,1,fuzzing
TX-005405,dashen,133VMUQM990CUGKA,40544.67,ETB,Kebede Ibrahim,3498904190,Berhanu Habte,1190244136,2025-12-03T10:55:27+03:00,Processed,Tax payment,,,1,amount_tamper
TX-005723,cbe,FTS1IYM90PKR,10200.0,ETB,Saron Legesse,H***4143,Hanna Lemma,G***7189,2025-03-28T18:40:40+03:00,Completed,Business transaction,12604326,,1,name_mismatch
TX-005814,abyssinia,FTDMM6OC6IWE,463.82,ETB,Eden Haile,1442365990877,Kidist Desta,4356427550751,2025-11-12T13:12:38+03:00,Successful,Donation,27495,,1,name_mismatch
TX-005794,telebirr,CECDDWJETF,1410.9,ETB,Girma Petros,251701539874,Girma Petros,251719199949,2025-09-12T09:54:07+03:00,Success,Gift,,,1,name_mismatch
TX-005366,telebirr,CECLXNTXLP,2451.86,ETB,Aster Omer,251747713412,Negash Hassen,251983410657,2026-01-29T17:28:26+03:00,Success,Insurance premium,,,1,amount_tamper
TX-005997,dashen,AR8X6IL6ZA5OE3A7FQY,300.0,ETB,Redwan Omer,3860097310,Worku Demeke,6808269835,2025-12-15T13:51:07+03:00,Completed,Medical payment,,,1,format_violation
TX-005332,abyssinia,FT6S94YYMD5K,14266.26,ETB,Henok Worku,4321774296555,Tekle Regassa,7486803450845,2025-10-25T11:24:28+03:00,Successful,Refund,96339,,1,fuzzing
TX-005241,telebirr,CE3YM56A11,577.62,ETB,Leul Lemma,251988761727,Robel Kiros,251903410588,2025-03-24T08:53:15+03:00,Success,Salary payment,,,1,fuzzing
TX-005654,dashen,9148EOYJG39SEDNS,861.04,ETB,Abebe Ferede,4963770270,Getachew Ayele,2100580998,2025-11-08T02:15:26+03:00,Successful,Online purchase,,,1,temporal_anomaly
TX-005185,cbe_birr,DMOR7MVKBK,344.63,ETB,Abigail Yilma,251945633073,Omar Tessema,251702859467,2025-10-21T17:49:31+03:00,Success,Refund,,251776822537,1,fuzzing
