transaction_id,bank,reference,amount,currency,payer_name,payer_account,receiver_name,receiver_account,transaction_date,transaction_status,reason,suffix,phone_number,is_fraud,attack_type
TX-005088,cbe,FT4WB2CVB6DB,1715.9066364539226,ETB,Mulugeta Gebre,L***8084,Solomon Tessema,P***8462,2026-02-04T14:13:55+03:00,Successful,Transfer,52258987,,1,replay
TX-004519,cbe_birr,BTFBO17EQN,50.85,ETB,Abebe Taye,251794271812,Worku Girmay,251797280606,2026-01-27T12:58:14+03:00,Completed,Insurance premium,,251984091759,0,none
TX-001663,telebirr,CE9M8FSZ4N,1400.0,ETB,Tigist Abera,251756657640,Tigist Tesfaye,251965586171,2025-02-10T14:29:36+03:00,Success,Refund,,,0,none
TX-003521,abyssinia,FT1YGE6QM8QP,12853.99,ETB,Firehiwot Seyoum,5593329262799,Mikael Ayele,6551379767502,2025-05-05T09:37:09+03:00,Completed,School fee,60053,,0,none
TX-002475,telebirr,CEY1LG70CE,1061.9,ETB,Mekdes Yimer,251964769650,Ermias Bekele,251985077309,2025-06-27T15:28:40+03:00,Completed,Loan repayment,,,0,none
TX-004762,mpesa,01KPTRW6II,411.17,ETB,Tadesse Omer,251960681417,Abebe Wolde,251711511416,2025-06-04T16:55:39+03:00,Completed,Service payment,,,0,none
TX-002902,dashen,2327LN5KW77EOBT3,21200.0,ETB,Konjit Tadesse,3018620284,Hailu Seyoum,5428118872,2025-07-14T05:30:25+03:00,Processed,Service payment,,,0,none
TX-005005,cbe,FT54N6O9JD3I,78295.45627241691,ETB,Bethlehem Mohammed,S***0201,Firehiwot Hassen,N***5612,2026-03-09T03:08:47+03:00,Successful,Service payment,00272063,,1,replay
TX-001180,cbe,FTUKKQ6AQLLY,1799.68,ETB,Jerusalem Ayele,X***0658,Tigist Weldemariam,P***2232,2025-05-19T11:01:03+03:00,Completed,Investment,10697136,,0,none
TX-000732,cbe,FTI2S6I7IMW4,2400.0,ETB,Hagos Tessema,F***2474,Tadesse Ayele,S***8537,2025-03-16T13:02:20+03:00,Successful,Payment for goods,23251071,,0,none
TX-004499,cbe_birr,TDERVCGGJY,74.77,ETB,Kebede Ferede,251766595995,Helen Mohammed,251981982491,2025-01-13T17:38:56+03:00,Completed,Insurance premium,,251712917680,0,none
TX-005159,cbe,FTAHRX0D9Y9B,30517.086117354644,ETB,Kidist Yilma,Q***9615,Yohannes Legesse,M***7005,2026-02-26T15:41:45+03:00,Successful,Mobile top-up,93233700,,1,replay
TX-002068,telebirr,CEFB6TFLNY,700.0,ETB,Liya Petros,251715869409,Fitsum Petros,251718829917,2025-09-12T15:56:25+03:00,Success,Rent payment,,,0,none
TX-001759,telebirr,CEJT5LPXN9,96.94,ETB,Dawit Gudeta,251997294513,Petros Kiros,251999014806,2025-09-21T14:40:21+03:00,Successful,Insurance premium,,,0,none
TX-002442,telebirr,CEQCR64VYX,1056.07,ETB,Rediet Ibrahim,251911724789,Dereje Zewde,251753461924,2026-02-06T02:46:08+03:00,Completed,Utility bill,,,0,none
TX-002939,dashen,878R4G3JMKR3IYV9,1000.0,ETB,Hiwot Worku,5314704249,Jerusalem Negash,1780013381,2025-06-23T08:27:26+03:00,Successful,Donation,,,0,none
TX-004625,mpesa,5U53I5HLJG,465.62,ETB,Fitsum Chala,251797718364,Kebede Eshetu,251768777624,2025-10-24T17:02:57+03:00,Completed,Transfer,,,0,none
TX-002456,telebirr,CET8MRYV39,917.64,ETB,Nahom Legesse,251931650875,Omar Wolde,251739920517,2026-03-29T16:35:35+03:00,Success,Loan repayment,,,0,none
TX-003245,dashen,878B2LTCM77X93ZR,4956.61,ETB,Mulugeta Bekele,4617766858,Yoseph Kebede,5518931318,2026-02-16T08:58:06+03:00,Processed,Service payment,,,0,none
TX-000786,cbe,FT8T8MVW5OXI,1745.15,ETB,Tekle Yimer,A***4484,Saron Legesse,P***3322,2025-10-24T10:18:34+03:00,Successful,Insurance premium,87700623,,0,none
TX-003324,dashen,496KNIR7ULA3R7RI,4497.38,ETB,Tsion Gudeta,9459934234,Betelhem Fikre,9314139629,2025-02-27T14:04:35+03:00,Completed,Medical payment,,,0,none
TX-005264,telebirr,CE1DNE163P,77.77,ETB,Abel Yimer,251909065822,Chaltu Worku,251909463481,2025-09-21T11:20:37+03:00,Success,Salary payment,,,1,fuzzing
TX-001128,cbe,FTU2PQJN73Q1,4200.0,ETB,Yared Endale,C***8137,Berhanu Gebre,S***3804,2025-06-11T08:49:57+03:00,Completed,Loan repayment,91164764,,0,none
TX-002276,telebirr,CE0R7VD61P,1162.43,ETB,Birtukan Negash,251916622416,Seyoum Jembere,251738680561,2025-01-04T09:29:43+03:00,Success,School fee,,,0,none
TX-004599,mpesa,PCKXOBOZ46,53.19,ETB,Sara Taye,251933352747,Hagos Jembere,251997837551,2025-06-29T19:39:42+03:00,Completed,Refund,,,0,none
TX-004089,cbe_birr,ETFCO9VBTJ,54.84,ETB,Fitsum Desta,251948534442,Liya Omer,251709868342,2025-05-08T11:20:15+03:00,Success,Refund,,251968602830,0,none
TX-003846,abyssinia,FTFNL9UUAAC5,7902.2,ETB,Kidist Yilma,0578560785157,Abel Ibrahim,2283443484512,2026-04-06T14:38:33+03:00,Completed,Utility bill,59437,,0,none
TX-001135,cbe,FT7SNLES1D3Q,280.07,ETB,Eyob Desta,T***4027,Redwan Weldemariam,J***2501,2026-02-27T15:23:23+03:00,Successful,Tax payment,48632810,,0,none
TX-003812,abyssinia,FTPT5V6G0WJE,2762.34,ETB,Tirunesh Seyoum,7563882392146,Yoseph Ibrahim,8429760065057,2026-03-02T20:09:39+03:00,Completed,Rent payment,93009,,0,none
TX-003142,dashen,424P104NV3EW2TAA,1700.0,ETB,Dawit Weldemariam,3043521356,Redwan Negash,6758239788,2025-04-29T14:07:46+03:00,Successful,Payment for goods,,,0,none
TX-004807,mpesa,V74AY36DF2,3993.52,ETB,Abel Tadesse,251793213837,Konjit Eshetu,251788858634,2025-02-14T10:36:13+03:00,Successful,Utility bill,,,0,none
TX-001232,cbe,FTYJNMXWL4RK,5600.0,ETB,Olana Jembere,J***2437,Hagos Gebre,Q***2202,2025-03-02T08:26:18+03:00,Successful,Payment for goods,72652014,,0,none
TX-002740,dashen,037Z221B1RH0QM8V,700.0,ETB,Samuel Wolde,6965038205,Alemu Omer,0008676436,2025-10-24T08:46:47+03:00,Processed,Subscription fee,,,0,none
TX-005545,abyssinia,FTPR5XC41HYW,577.77,ETB,Getachew Gebre,0830774318175,Meseret Fikre,3089839917537,2025-08-26T12:10:34+03:00,Successful,Insurance premium,86583,,1,temporal_anomaly
TX-004477,cbe_birr,5BNGR6JD9Y,282.06,ETB,Lidya Assefa,251722815104,Henok Tesfaye,251704382124,2026-01-19T05:10:05+03:00,Completed,School fee,,251941101296,0,none
TX-000733,cbe,FTNMTR28J9BF,3946.68,ETB,Lemma Habte,L***1253,Hanna Haile,P***8191,2026-02-06T23:56:22+03:00,Completed,Insurance premium,34941971,,0,none
TX-004673,mpesa,Q46P87O4KZ,382.12,ETB,Omar Mekonnen,251747529538,Teshome Lemma,251967199118,2025-08-25T08:07:29+03:00,Completed,Subscription fee,,,0,none
TX-003656,abyssinia,FT39RD1LTGC9,1800.0,ETB,Henok Umer,4488728896114,Dereje Abera,5027114845161,2026-02-25T09:03:00+03:00,Completed,Savings deposit,39117,,0,none
TX-000208,cbe,FT4BF5L0RXMI,2694.68,ETB,Yeshi Seyoum,J***5909,Mulugeta Desta,E***5999,2025-10-01T14:13:25+03:00,Completed,Donation,63715974,,0,none
TX-003973,cbe_birr,C0FMVMTOK8,63.63,ETB,Leul Regassa,251984546871,Hagos Tesfaye,251791746372,2025-08-25T12:48:32+03:00,Success,Business transaction,,251956919637,0,none
TX-002765,dashen,106M1BVLVW3X1KMX,40761.84,ETB,Rediet Zeleke,3516750045,Meron Mekonnen,6648734324,2025-10-15T07:34:33+03:00,Processed,Refund,,,0,none
TX-002723,dashen,7430P9TEOSJ4M8QU,6218.36,ETB,Eyob Seyoum,8052850965,Tigist Seyoum,6518902472,2026-04-18T07:33:34+03:00,Successful,Online purchase,,,0,none
TX-001976,telebirr,CETZB8VIPX,212.94,ETB,Lemma Eshetu,251722086520,Meseret Omer,251786025637,2026-01-30T02:53:44+03:00,Successful,Mobile top-up,,,0,none
TX-000726,cbe,FTEUTZEIFU43,14160.59,ETB,Feven Fikre,Q***2915,Marta Ayele,L***5116,2026-02-05T20:28:05+03:00,Successful,Refund,20757414,,0,none
TX-001857,telebirr,CE4N3YSF3R,2103.9,ETB,Chaltu Legesse,251771641814,Selamawit Gebremariam,251799129363,2026-01-02T08:57:47+03:00,Successful,School fee,,,0,none
TX-000798,cbe,FTNBHNDVO02M,9018.67,ETB,Natnael Lemma,X***6836,Liya Zewde,Y***3771,2026-04-16T06:18:56+03:00,Successful,Savings deposit,45956600,,0,none
TX-004351,cbe_birr,8AYVVZNC3W,393.0,ETB,Bereket Kiros,251997381625,Olana Hassen,251768595578,2026-03-02T13:01:41+03:00,Success,Salary payment,,251955964684,0,none
TX-000513,cbe,FTUZ9QJ4VBIS,5560.15,ETB,Tesfaye Endale,G***3892,Bethlehem Haile,Q***7882,2026-01-22T13:50:11+03:00,Successful,Donation,73048625,,0,none
TX-003935,abyssinia,FTJM7BSVIHV0,10903.96,ETB,Lidya Zeleke,3720925815635,Chaltu Lemma,0485017470521,2026-01-20T13:45:09+03:00,Completed,Subscription fee,81023,,0,none
TX-003530,abyssinia,FTGCLNARL8TF,8600.0,ETB,Mesfin Jembere,0087898107463,Wondwosen Worku,2444999084335,2025-07-30T10:13:00+03:00,Successful,Medical payment,18666,,0,none
TX-005263,dashen,3534OVXT83EXHU2T,2400.0,ETB,Konjit Weldemariam,1489024239,Kaleb Lemma,8966999558,2026-03-27T10:17:52+03:00,Completed,Business transaction,,,1,fuzzing
TX-004931,mpesa,K2SLQ3WTU2,714.95,ETB,Worku Legesse,251962193739,Nardos Omer,251920217780,2025-05-09T15:27:11+03:00,Successful,Gift,,,0,none
TX-003387,abyssinia,FTY7DBN3C2UR,577.77,ETB,Getachew Gebre,0830774318175,Meseret Fikre,3089839917537,2025-08-26T12:10:34+03:00,Successful,Insurance premium,86583,,0,none
TX-000398,cbe,FTRANTY6D1HF,1756.97,ETB,Robel Ferede,Q***8899,Mekonen Mohammed,F***9893,2026-03-30T17:53:50+03:00,Successful,Loan repayment,54930364,,0,none
TX-003169,dashen,5973NI24VU650WXH,1761.63,ETB,Helen Gebremariam,4249743077,Olana Gebremariam,8715599438,2025-04-14T17:42:01+03:00,Completed,Donation,,,0,none
TX-002882,dashen,4305LHS1J5GYZQES,1382.73,ETB,Daniel Ayele,4121329140,Daniel Mohammed,2291467156,2025-06-12T13:40:51+03:00,Completed,Loan repayment,,,0,none
TX-000641,cbe,FT80U10KWCCI,3011.93,ETB,Hailu Diriba,G***5381,Yoseph Petros,U***3747,2025-06-02T11:02:39+03:00,Completed,Rent payment,68564717,,0,none
TX-001893,telebirr,CEGH3D6G79,396.35,ETB,Bekele Abera,251748789052,Eleni Tessema,251740900255,2026-03-19T10:20:55+03:00,Success,Medical payment,,,0,none
TX-001082,cbe,FTPP0KLX5RYI,708.87,ETB,Zewditu Tesfaye,O***8253,Sara Tessema,E***6887,2025-01-12T02:21:50+03:00,Successful,Donation,13731421,,0,none
TX-002050,telebirr,CE74UMDBF4,200.0,ETB,Assefa Mekonnen,251950272577,Binyam Legesse,251995843612,2026-04-06T13:35:22+03:00,Successful,Utility bill,,,0,none
TX-000628,cbe,FT0ZJ7IZVA3T,21008.2,ETB,Tadesse Seyoum,Y***4290,Selamawit Yimer,N***9045,2026-03-02T16:27:00+03:00,Successful,Salary payment,06567337,,0,none
TX-005311,dashen,006JY136L5I2IE55,17116.78,ETB,Liya Ayele,8705276837,Lidya Yilma,5486691425,2026-01-14T10:20:41+03:00,Successful,Insurance premium,,,1,fuzzing
TX-002223,telebirr,CEC1RL00M2,1700.0,ETB,Biruk Umer,251971108379,Yohannes Regassa,251798041865,2025-07-23T13:54:27+03:00,Successful,Gift,,,0,none
TX-005648,cbe,FTE5W5CX4Z2L,700.0,ETB,Nardos Yilma,P***0124,Sisay Chala,J***4626,2025-04-08T09:48:59+03:00,Successful,Gift,88112103,,1,temporal_anomaly
TX-002351,telebirr,CEQK54MW66,549.23,ETB,Hanna Yimer,251701851496,Aster Negussie,251968945618,2025-10-16T02:47:53+03:00,Completed,Gift,,,0,none
TX-001535,telebirr,CEQ1MENEPY,33.1,ETB,Wondwosen Omer,251916027863,Dagmawit Berhane,251765612806,2025-10-16T10:50:49+03:00,Completed,Rent payment,,,0,none
TX-005528,cbe_birr,UKK47YTUC0,496.74,ETB,Yared Mekonnen,251984229382,Bethlehem Petros,251981743714,2021-05-20T22:41:06+03:00,Success,Online purchase,,251999604569,1,temporal_anomaly
TX-000916,cbe,FT3VVBQEVFPV,9602.58,ETB,Saron Mekonnen,J***2116,Tirunesh Lemma,F***0659,2025-02-12T12:53:16+03:00,Completed,Mobile top-up,43644432,,0,none
TX-002424,telebirr,CEA766D931,363.38,ETB,Hiwot Demeke,251756613961,Girma Gebremariam,251764734036,2025-02-18T16:16:02+03:00,Success,Rent payment,,,0,none
TX-002734,dashen,956E3WJ1Z3LDBMYW,408.87,ETB,Bereket Taye,5900727495,Dewi Wolde,6960841114,2025-05-13T21:30:19+03:00,Completed,Savings deposit,,,0,none
TX-001724,telebirr,CENLYDCD0K,1800.0,ETB,Meron Fikre,251939659782,Rahel Weldemariam,251908004703,2025-03-31T08:52:33+03:00,Successful,Donation,,,0,none
TX-001114,cbe,FTEM5GOTUAMD,17287.15,ETB,Henok Eshetu,C***3622,Yared Seyoum,U***0137,2026-03-31T17:41:56+03:00,Completed,Refund,40146961,,0,none
TX-001845,telebirr,CEEPM8YEP3,789.87,ETB,Eleni Umer,251994522791,Ruth Bekele,251754700688,2025-08-19T08:40:08+03:00,Successful,Online purchase,,,0,none
TX-003959,cbe_birr,JZISTCPXYA,246.97,ETB,Aster Yimer,251990597846,Zewditu Mekonnen,251920116231,2025-11-18T09:01:03+03:00,Success,Tax payment,,251796126830,0,none
TX-001366,telebirr,CEMDX1ZR99,574.14,ETB,Fisseha Tesfaye,251914824143,Tadesse Assefa,251746978942,2026-01-15T11:19:37+03:00,Completed,Transfer,,,0,none
TX-003605,abyssinia,FTQ1J72WTZ9G,7327.77,ETB,Bekele Abera,4398676651844,Aster Eshetu,5220620477266,2025-02-12T12:00:32+03:00,Successful,Donation,05771,,0,none
TX-005715,cbe,FTIFFVMAM3JK,21100.0,ETB,Mahlet Jembere,B***0268,Abebe Ferede,J***4867,2025-07-10T17:28:59+03:00,Successful,Salary payment,63656045,,1,name_mismatch
